startTime,encoder,mode_is
*** 08:36:02,510,0
*** 08:36:03,511,0
*** 08:36:04,512,0
*** 08:36:05,513,0
*** 08:36:06,514,0
*** 08:36:07,515,0
*** 08:36:08,516,0
*** 08:36:09,517,0
*** 08:36:10,518,0
*** 08:36:11,519,0
*** 08:36:12,520,0
*** 08:36:13,521,0
*** 08:36:19,522,0
*** 08:36:28,523,0
*** 08:36:30,524,0
*** 08:36:33,525,0
*** 08:36:38,526,0
*** 08:36:39,527,0
*** 08:36:40,528,0
*** 08:36:42,529,0
*** 08:36:43,530,0
*** 08:36:44,531,0
*** 08:36:53,532,0
*** 08:36:56,533,0
*** 08:36:58,534,0
*** 08:37:02,535,0
*** 08:37:06,536,0
*** 08:37:07,537,0
*** 08:37:10,538,0
*** 08:37:11,539,0
*** 08:37:12,540,0
*** 08:37:14,541,0
*** 08:37:16,542,0
*** 08:37:18,543,0
*** 08:37:20,544,0
*** 08:37:22,545,0
*** 08:37:23,546,0
*** 08:37:25,547,0
*** 08:37:30,548,0
*** 08:37:31,549,0
*** 08:37:34,550,0
*** 08:37:38,551,0
*** 08:37:40,552,0
*** 08:37:44,553,0
*** 08:37:46,554,0
*** 08:37:47,555,0
*** 08:37:50,556,0
*** 08:37:51,557,0
*** 08:37:52,558,0
*** 08:37:53,559,0
*** 08:37:55,560,0
*** 08:37:58,561,0
*** 08:38:01,562,0
*** 08:38:02,563,0
*** 08:38:06,564,0
*** 08:38:07,565,0
*** 08:38:08,566,0
*** 08:38:10,567,0
*** 08:38:11,568,0
*** 08:38:15,569,0
*** 08:38:17,570,0
*** 08:38:18,571,0
*** 08:38:19,572,0
*** 08:38:20,573,0
*** 08:38:21,574,0
*** 08:38:22,575,0
*** 08:38:24,576,0
*** 08:38:25,577,0
*** 08:38:26,578,0
*** 08:38:27,579,0
*** 08:38:33,580,0
*** 08:38:35,581,0
*** 08:38:36,582,0
*** 08:38:38,583,0
*** 08:38:44,584,0
*** 08:38:53,585,0
*** 08:38:54,586,0
*** 08:38:57,587,0
*** 08:38:58,588,0
*** 08:39:00,589,0
*** 08:39:06,590,0
*** 08:39:18,591,0
*** 08:39:21,592,0
*** 08:39:29,593,0
*** 08:39:31,594,0
*** 08:39:33,595,0
*** 08:39:35,596,0
*** 08:39:39,597,0
*** 08:39:43,598,0
*** 08:39:45,599,0
*** 08:39:47,600,0
*** 08:39:48,601,0
*** 08:39:58,602,0
*** 08:40:02,603,0
*** 08:40:08,604,0
*** 08:40:11,605,0
*** 08:40:20,606,0
*** 08:40:23,607,0
*** 08:40:25,608,0
*** 08:40:27,609,0
*** 08:40:38,610,0
*** 08:40:39,611,0
*** 08:40:40,612,0
*** 08:40:41,613,0
*** 08:40:43,614,0
*** 08:40:47,615,0
*** 08:40:50,616,0
*** 08:40:52,617,0
*** 08:40:55,618,0
*** 08:40:56,619,0
*** 08:41:19,620,0
*** 08:41:20,621,0
*** 08:41:22,622,0
*** 08:41:23,623,0
*** 08:41:26,624,0
*** 08:41:27,625,0
*** 08:41:29,626,0
*** 08:41:31,627,0
*** 08:41:36,628,0
*** 08:41:37,629,0
*** 08:41:38,630,0
*** 08:41:51,631,0
*** 08:41:53,632,0
*** 08:41:54,633,0
*** 08:41:56,634,0
*** 08:41:57,635,0
*** 08:41:58,636,0
*** 08:41:59,637,0
*** 08:42:01,638,0
*** 08:42:02,639,0
*** 08:42:03,640,0
*** 08:42:04,641,0
*** 08:42:06,642,0
*** 08:42:07,643,0
*** 08:42:09,644,0
*** 08:42:11,645,0
*** 08:42:13,646,0
*** 08:42:14,647,0
*** 08:42:16,648,0
*** 08:42:18,649,0
*** 08:42:19,650,0
*** 08:42:22,651,0
*** 08:42:36,652,0
*** 08:42:49,653,0
*** 08:42:54,654,0
*** 08:42:55,655,0
*** 08:42:59,656,0
*** 08:43:06,657,0
*** 08:43:15,658,0
*** 08:43:31,659,0
*** 08:43:37,660,0
*** 08:43:38,661,0
*** 08:43:43,662,0
*** 08:43:44,663,0
*** 08:43:45,664,0
*** 08:43:46,665,0
*** 08:43:47,666,0
*** 08:43:48,667,0
*** 08:43:52,668,0
*** 08:43:53,669,0
*** 08:43:58,670,0
*** 08:44:04,671,0
*** 08:44:06,672,0
*** 08:44:07,673,0
*** 08:44:23,674,0
*** 08:44:24,675,0
*** 08:44:26,676,0
*** 08:44:28,677,0
*** 08:44:31,678,0
*** 08:44:32,679,0
*** 08:44:34,680,0
*** 08:44:35,681,0
*** 08:44:37,682,0
*** 08:44:43,683,0
*** 08:44:44,684,0
*** 08:44:52,685,0
*** 08:44:54,686,0
*** 08:44:57,687,0
*** 08:44:58,688,0
*** 08:45:00,689,0
*** 08:45:03,690,0
*** 08:45:08,691,0
*** 08:45:12,692,0
*** 08:45:20,693,0
*** 08:45:23,694,0
*** 08:45:25,695,0
*** 08:45:28,696,0
*** 08:45:36,697,0
*** 08:45:37,698,0
*** 08:45:38,699,0
*** 08:45:41,700,0
*** 08:45:44,701,0
*** 08:45:49,702,0
*** 08:45:50,703,0
*** 08:45:53,704,0
*** 08:46:03,705,0
*** 08:46:05,706,0
*** 08:46:11,707,0
*** 08:46:12,708,0
*** 08:46:13,709,0
*** 08:46:18,710,0
*** 08:46:23,711,0
*** 08:46:27,712,0
*** 08:46:31,713,0
*** 08:46:38,714,0
*** 08:46:41,715,0
*** 08:46:44,716,0
*** 08:46:50,717,0
*** 08:46:51,718,0
*** 08:46:53,719,0
*** 08:46:55,720,0
*** 08:46:59,721,0
*** 08:47:00,722,0
*** 08:47:02,723,0
*** 08:47:03,724,0
*** 08:47:04,725,0
*** 08:47:05,726,0
*** 08:47:07,727,0
*** 08:47:21,728,0
*** 08:47:29,729,0
*** 08:47:30,730,0
*** 08:47:31,731,0
*** 08:47:33,732,0
*** 08:47:36,733,0
*** 08:47:38,734,0
*** 08:47:40,735,0
*** 08:47:43,736,0
*** 08:47:51,737,0
*** 08:47:55,738,0
*** 08:47:57,739,0
*** 08:47:58,740,0
*** 08:48:03,741,0
*** 08:48:04,742,0
*** 08:48:09,743,0
*** 08:48:11,744,0
*** 08:48:12,745,0
*** 08:48:13,746,0
*** 08:48:14,747,0
*** 08:48:16,748,0
*** 08:48:20,749,0
*** 08:48:27,750,0
*** 08:48:34,751,0
*** 08:48:37,752,0
*** 08:48:39,753,0
*** 08:48:41,754,0
*** 08:48:47,755,0
*** 08:48:48,756,0
*** 08:48:51,757,0
*** 08:48:53,758,0
*** 08:48:55,759,0
*** 08:48:57,760,0
*** 08:48:58,761,0
*** 08:49:00,762,0
*** 08:49:01,763,0
*** 08:49:04,764,0
*** 08:49:05,765,0
*** 08:49:16,766,0
*** 08:49:19,767,0
*** 08:49:20,768,0
*** 08:49:21,769,0
*** 08:49:22,770,0
*** 08:49:24,771,0
*** 08:49:25,772,0
*** 08:49:26,773,0
*** 08:49:28,774,0
*** 08:49:29,775,0
*** 08:49:30,776,0
*** 08:49:31,777,0
*** 08:49:32,778,0
*** 08:49:33,779,0
*** 08:49:34,780,0
*** 08:49:35,781,0
*** 08:49:37,782,0
*** 08:49:38,783,0
*** 08:49:40,784,0
*** 08:49:42,785,0
*** 08:49:44,786,0
*** 08:49:45,787,0
*** 08:49:46,788,0
*** 08:49:47,789,0
*** 08:49:51,790,0
*** 08:49:54,791,0
*** 08:49:57,792,0
*** 08:50:02,793,0
*** 08:50:03,794,0
*** 08:50:16,795,0
*** 08:50:18,796,0
*** 08:50:21,797,0
*** 08:50:22,798,0
*** 08:50:24,799,0
*** 08:50:33,800,0
*** 08:50:35,801,0
*** 08:50:39,802,0
*** 08:50:44,803,0
*** 08:50:49,804,0
*** 08:50:58,805,0
*** 08:50:59,806,0
*** 08:51:00,807,0
*** 08:51:01,808,0
*** 08:51:02,809,0
*** 08:51:07,810,0
*** 08:51:10,811,0
*** 08:51:11,812,0
*** 08:51:12,813,0
*** 08:51:15,814,0
*** 08:51:16,815,0
*** 08:51:17,816,0
*** 08:51:19,817,0
*** 08:51:20,818,0
*** 08:51:22,819,0
*** 08:51:24,820,0
*** 08:51:35,821,0
*** 08:51:41,822,0
*** 08:51:44,823,0
*** 08:51:48,824,0
*** 08:51:49,825,0
*** 08:51:50,826,0
*** 08:51:55,827,0
*** 08:52:00,828,0
*** 08:52:02,829,0
*** 08:52:04,830,0
*** 08:52:11,831,0
*** 08:52:12,832,0
*** 08:52:15,833,0
*** 08:52:17,834,0
*** 08:52:20,835,0
*** 08:52:23,836,0
*** 08:52:27,837,0
*** 08:52:29,838,0
*** 08:52:30,839,0
*** 08:52:32,840,0
*** 08:52:34,841,0
*** 08:52:37,842,0
*** 08:52:40,843,0
*** 08:52:48,844,0
*** 08:52:51,845,0
*** 08:52:53,846,0
*** 08:52:54,847,0
*** 08:52:56,848,0
*** 08:52:57,849,0
*** 08:53:04,850,0
*** 08:53:09,851,0
*** 08:53:10,852,0
*** 08:53:11,853,0
*** 08:53:15,854,0
*** 08:53:21,855,0
*** 08:53:27,856,0
*** 08:53:34,857,0
*** 08:53:44,858,0
*** 08:53:45,859,0
*** 08:53:48,860,0
*** 08:53:49,861,0
*** 08:53:50,862,0
*** 08:53:51,863,0
*** 08:53:53,864,0
*** 08:53:55,865,0
*** 08:53:58,866,0
*** 08:54:03,867,0
*** 08:54:04,868,0
*** 08:54:09,869,0
*** 08:54:11,870,0
*** 08:54:13,871,0
*** 08:54:16,872,0
*** 08:54:17,873,0
*** 08:54:20,874,0
*** 08:54:25,875,0
*** 08:54:31,876,0
*** 08:54:50,877,0
*** 08:55:01,878,0
*** 08:55:04,879,0
*** 08:55:05,880,0
*** 08:55:09,881,0
*** 08:55:14,882,0
*** 08:55:16,883,0
*** 08:55:18,884,0
*** 08:55:23,885,0
*** 08:55:32,886,0
*** 08:55:37,887,0
*** 08:55:39,888,0
*** 08:55:40,889,0
*** 08:55:42,890,0
*** 08:55:43,891,0
*** 08:55:44,892,0
*** 08:55:45,893,0
*** 08:55:48,894,0
*** 08:55:49,895,0
*** 08:56:00,896,0
*** 08:56:03,897,0
*** 08:56:04,898,0
*** 08:56:08,899,0
*** 08:56:19,900,0
*** 08:56:21,901,0
*** 08:56:22,902,0
*** 08:56:23,903,0
*** 08:56:24,904,0
*** 08:56:25,905,0
*** 08:56:26,906,0
*** 08:56:27,907,0
*** 08:56:28,908,0
*** 08:56:29,909,0
*** 08:56:30,910,0
*** 08:56:31,911,0
*** 08:56:32,912,0
*** 08:56:33,913,0
*** 08:56:34,914,0
*** 08:56:35,915,0
*** 08:56:36,916,0
*** 08:56:37,917,0
*** 08:56:38,918,0
*** 08:56:40,919,0
*** 08:56:41,920,0
*** 08:56:42,921,0
*** 08:56:43,922,0
*** 08:56:44,923,0
*** 08:56:45,924,0
*** 08:56:46,925,0
*** 08:56:47,926,0
*** 08:56:48,927,0
*** 08:56:49,928,0
*** 08:56:50,929,0
*** 08:56:51,930,0
*** 08:56:52,931,0
*** 08:56:53,932,0
*** 08:56:54,933,0
*** 08:56:55,934,0
*** 08:56:56,935,0
*** 08:56:57,936,0
*** 08:56:58,937,0
*** 08:56:59,938,0
*** 08:57:00,939,0
*** 08:57:01,940,0
*** 08:57:02,941,0
*** 08:57:03,942,0
*** 08:57:04,943,0
*** 08:57:05,944,0
*** 08:57:06,945,0
*** 08:57:07,946,0
*** 08:57:08,947,0
*** 08:57:09,948,0
*** 08:57:10,949,0
*** 08:57:11,950,0
*** 08:57:12,951,0
*** 08:57:13,952,0
*** 08:57:15,953,0
*** 08:57:16,954,0
*** 08:57:17,955,0
*** 08:57:18,956,0
*** 08:57:19,957,0
*** 08:57:20,958,0
*** 08:57:21,959,0
*** 08:57:22,960,0
*** 08:57:23,961,0
*** 08:57:24,962,0
*** 08:57:25,963,0
*** 08:57:26,964,0
*** 08:57:28,965,0
*** 08:57:29,966,0
*** 08:57:30,967,0
*** 08:57:31,968,0
*** 08:57:32,969,0
*** 08:57:33,970,0
*** 08:57:34,971,0
*** 08:57:35,972,0
*** 08:57:36,973,0
*** 08:57:37,974,0
*** 08:57:38,975,0
*** 08:57:39,976,0
*** 08:57:40,977,0
*** 08:57:42,978,0
*** 08:57:43,979,0
*** 08:57:44,980,0
*** 08:57:45,981,0
*** 08:57:46,982,0
*** 08:57:47,983,0
*** 08:57:48,984,0
*** 08:57:49,985,0
*** 08:57:50,986,0
*** 08:57:51,987,0
*** 08:57:54,988,0
*** 08:57:55,989,0
*** 08:57:56,990,0
*** 08:57:57,991,0
*** 08:57:58,992,0
*** 08:57:59,993,0
*** 08:58:00,994,0
*** 08:58:01,995,0
*** 08:58:02,996,0
*** 08:58:03,997,0
*** 08:58:04,998,0
*** 08:58:05,999,0
*** 08:58:06,1000,0
*** 08:58:07,1001,0
*** 08:58:08,1002,0
*** 08:58:09,1003,0
*** 08:58:10,1004,0
*** 08:58:11,1005,0
*** 08:58:12,1006,0
*** 08:58:13,1007,0
*** 08:58:14,1008,0
*** 08:58:15,1009,0
*** 08:58:16,1010,0
*** 08:58:17,1011,0
*** 08:58:18,1012,0
*** 08:58:19,1013,0
*** 08:58:21,1014,0
*** 08:58:22,1015,0
*** 08:58:25,1016,0
*** 08:58:30,1017,0
*** 08:58:32,1018,0
*** 08:58:35,1019,0
*** 08:58:36,1020,0
*** 08:58:37,1021,0
*** 08:58:39,1022,0
*** 08:58:40,1023,0
*** 08:58:41,1024,0
*** 08:58:42,1025,0
*** 08:58:43,1026,0
*** 08:58:46,1027,0
*** 08:58:47,1028,0
*** 08:58:48,1029,0
*** 08:58:50,1030,0
*** 08:58:51,1031,0
*** 08:58:54,1032,0
*** 08:58:55,1033,0
*** 08:58:56,1034,0
*** 08:58:57,1035,0
*** 08:58:58,1036,0
*** 08:58:59,1037,0
*** 08:59:00,1038,0
*** 08:59:01,1039,0
*** 08:59:02,1040,0
*** 08:59:03,1041,0
*** 08:59:04,1042,0
*** 08:59:05,1043,0
*** 08:59:06,1044,0
*** 08:59:07,1045,0
*** 08:59:08,1046,0
*** 08:59:09,1047,0
*** 08:59:11,1048,0
*** 08:59:12,1049,0
*** 08:59:21,1050,0
*** 08:59:22,1051,0
*** 08:59:31,1052,0
*** 08:59:35,1053,0
*** 08:59:39,1054,0
*** 08:59:40,1055,0
*** 08:59:41,1056,0
*** 08:59:44,1057,0
*** 08:59:47,1058,0
*** 08:59:48,1059,0
*** 08:59:50,1060,0
*** 09:00:01,1061,0
*** 09:00:02,1062,0
*** 09:00:05,1063,0
*** 09:00:06,1064,0
*** 09:00:07,1065,0
*** 09:00:08,1066,0
*** 09:00:09,1067,0
*** 09:00:10,1068,0
